name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4,services
Dr. Rod Santos ND Inc,Naturopathic practitioner,Naturopathic practitioner,+1 604-439-1230,https://centralparknaturopathic.com/,"3977 Kingsway, Burnaby, BC V5H 2L4",3977 Kingsway,Burnaby,British Columbia,V5H 2L4,Canada,CA,5,35,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9a.m.-5:30p.m.""], ""Tuesday"": [""9a.m.-5:30p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""9a.m.-5:30p.m.""], ""Friday"": [""9a.m.-4:30p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",49.2329508,-123.0164155,ChIJqRHBbPN2hlQRkvbrgY8BJ4g,0x548676f36cc111a9:0x8827018f81ebf692,centralparknaturopathic.com,drrodsantos@gmail.com,,https://www.facebook.com/pages/,,True,3,35,0,"chelation,glutathione,iv_therapy"
Vitalia Naturopathic Doctors,Naturopathic practitioner,Naturopathic practitioner,+1 604-566-9355,https://www.vitaliahealthcare.ca/,"943 W Broadway #350, Vancouver, BC V5Z 4E1",943 W Broadway #350,Vancouver,British Columbia,V5Z 4E1,Canada,CA,4.4,68,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""10a.m.-12p.m."", ""12:30-5p.m.""], ""Tuesday"": [""10a.m.-12p.m."", ""12:30-5p.m.""], ""Wednesday"": [""10a.m.-12p.m."", ""12:30-5p.m.""], ""Thursday"": [""10a.m.-5p.m.""], ""Friday"": [""10a.m.-12p.m."", ""12:30-5p.m.""], ""Saturday"": [""10a.m.-4p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""American Sign Language, English, Hindi""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Other"": {""Identifies as women-owned"": true}}",49.2637255,-123.1250241,ChIJR-Dx_bBzhlQRsjklC7ZwU6k,0x548673b0fdf1e047:0xa95370b60b2539b2,vitaliahealthcare.ca,info@vitaliahealthcare.ca,https://www.instagram.com/vitaliahealthcarenaturopath,https://www.facebook.com/vitaliahealthcare,https://vitaliahealthcare.janeapp.com/,True,17,56,1,"chelation,glutathione,iv_therapy"
Dr. David Duizer ND - Noble Naturopathic,Naturopathic practitioner,"Naturopathic practitioner, Alternative medicine practitioner, Medical office, Weight loss service, Wellness center",+1 604-734-7760,https://noblenaturopathic.com/,"2480 Spruce St g104, Vancouver, BC V6H 2P6",2480 Spruce St g104,Vancouver,British Columbia,V6H 2P6,Canada,CA,4.9,62,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9:30a.m.-5:30p.m.""], ""Tuesday"": [""9:30a.m.-5:30p.m.""], ""Wednesday"": [""9:30a.m.-5:30p.m.""], ""Thursday"": [""9:30a.m.-5:30p.m.""], ""Friday"": [""9:30a.m.-5:30p.m.""], ""Saturday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Mandarin, Spanish""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true, ""Paid parking garage"": true, ""Paid street parking"": true}}",49.2637626,-123.1288364,ChIJO5IQ-MNzhlQRI4BSWSAgeP4,0x548673c3f810923b:0xfe78202059528023,noblenaturopathic.com,office@noblenaturopathic.com,noblenaturopathic,https://www.facebook.com/107446970879598,https://noblenaturopathic.janeapp.com/locations/noble-naturopathic-west-broadway/book,True,57,59,1,nad_plus
The Centre for Health Innovation,Naturopathic practitioner,"Naturopathic practitioner, Cancer treatment center, Holistic medicine practitioner, Massage therapist, Medical Center, Osteopath, Physiotherapist, Psychotherapist, Wellness center",+1 613-792-1222,https://thechi.ca/%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"429 MacLaren St, Ottawa, ON K2P 0M7",429 MacLaren St,Ottawa,Ontario,K2P 0M7,Canada,CA,4.8,75,OPERATIONAL,"{""Monday"": [""8a.m.-5p.m.""], ""Tuesday"": [""8a.m.-5p.m.""], ""Wednesday"": [""8a.m.-5p.m.""], ""Thursday"": [""8a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",45.4142216,-75.6975537,ChIJt8HBe0cEzkwRdezdCUl8BbE,0x4cce04477bc1c1b7:0xb1057c4909ddec75,thechi.ca,dseely@ccnm.edu,https://www.instagram.com/thechi.ca,https://www.facebook.com/TheCentreforHealthInnovation,https://thechi.janeapp.com/locations/the-centre-for-health-innovation-0097b47d-67de-4830-8421-bfbdf0f24def/book?rwg_token=AFd1xnFkox_R6mG7DdJ2VWOYLYuKlL43TpeUAM2Q6SD5EJs0QjK69l50TZYd86L2AHY2Ti_98fABc7DteotsrzI39wgIepj0ag%3D%3D,True,12,71,0,iv_therapy
Ottawa Integrative Health Centre,Medical Center,"Alternative medicine practitioner, Acupuncturist, Medical Center, Holistic medicine practitioner, Massage therapist, Naturopathic practitioner, Nutritionist, Osteopath",+1 613-798-1000,http://www.oihc.ca/,"904 Lady Ellen Pl, Ottawa, ON K1Z 5L5",904 Lady Ellen Pl,Ottawa,Ontario,K1Z 5L5,Canada,CA,4.2,29,OPERATIONAL,"{""Monday"": [""9a.m.-6p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, French""}, ""Accessibility"": {""Wheelchair accessible seating"": false, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",45.3781669,-75.7423347,ChIJkfiHzycEzkwR8zXq81Mnuyk,0x4cce0427cf87f891:0x29bb2753f3ea35f3,oihc.ca,info@oihc.ca,,,https://oihc.janeapp.com/locations/ottawa-integrative-health-centre-lady-ellen/book?rwg_token=AFd1xnE0IM2a0fsChsf8vWTEt5Poi0i07ky0frRyXitFXsPqlxyn_KPz4T1nWFjIFb3KXUdptgW7ArfTCv3ilhPjJIjpbRz16w%3D%3D,True,20,23,0,iv_therapy
Somerset Health & Wellness Centre,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Counselor, Hypnotherapy service, Mental health service, Nutritionist, Osteopath, Psychotherapist, Vitamin & supplements store, Wellness center",+1 613-656-9629,http://www.somersethealth.ca/,"190 Somerset St W #210, Ottawa, ON K2P 0J4",190 Somerset St W #210,Ottawa,Ontario,K2P 0J4,Canada,CA,4.9,417,OPERATIONAL,"{""Monday"": [""9a.m.-6p.m.""], ""Tuesday"": [""8a.m.-7p.m.""], ""Wednesday"": [""8a.m.-7p.m.""], ""Thursday"": [""8a.m.-7p.m.""], ""Friday"": [""8a.m.-6:30p.m.""], ""Saturday"": [""9a.m.-2:30p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, French""}, ""Accessibility"": {""Wheelchair accessible seating"": false, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",45.4176351,-75.6904913,ChIJ1XPyRqkFzkwRVjDH-jPM4iw,0x4cce05a946f273d5:0x2ce2cc33fac73056,somersethealth.ca,drkandis@somersethealth.ca,https://www.instagram.com/somersethwc/,https://www.facebook.com/people/Somerset-Health-Wellness-Centre/100063714003913/,https://somersethealth.janeapp.com/locations/somerset-health-and-wellness-centre/book?rwg_token=AFd1xnEkRZiQ5uRBjZtElFKDX1jreTS_XWm_PmqmzEGlct1Un_byDB2YcOTZcK3W8jbOVBpOHWnx9VnxnDyNYNyFbxtG3LiZyw%3D%3D,True,74,394,18,iv_therapy
Revivelife Clinic,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Alternative medicine practitioner, Chiropractor, Nutritionist, Osteopath, Wellness center",+1 613-829-7100,https://revivelifeclinic.com/,"69 Kempster Ave, Ottawa, ON K2B 6M2",69 Kempster Ave,Ottawa,Ontario,K2B 6M2,Canada,CA,4.7,129,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",45.3553822,-75.8056159,ChIJwx5_tVskVUARU59DBByTy7c,0x4055245bb57f1ec3:0xb7cb931c04439f53,revivelifeclinic.com,info@revivelife.ca,https://www.instagram.com/revivelifetm,https://www.facebook.com/RevivelifeTM,https://www.optimantra.com/optimus/patient/patientaccess/servicesall?mid=103&pid=ek%20JoQ1J3ZTdKMDJjdFkyZTNPdms3QT09&lid=TmgzdGpKYmVpZklkMkFjUXZ0d0cv%20QT09&hideFooterInFrame=&hideHeaderInFrame=,True,17,114,8,"iv_therapy,vitamin_iv"
BioHeal Ottawa: Naturopathic & Multidisciplinary Health Clinic,Naturopathic practitioner,"Naturopathic practitioner, Chiropractor, Holistic medicine practitioner, Massage therapist, Wellness center",+1 613-446-6060,http://biohealottawa.com/,"1535 Chatelain Ave, Ottawa, ON K1Z 8B6",1535 Chatelain Ave,Ottawa,Ontario,K1Z 8B6,Canada,CA,4.9,64,OPERATIONAL,"{""Monday"": [""9:30a.m.-6p.m.""], ""Tuesday"": [""9:30a.m.-1p.m.""], ""Wednesday"": [""9:30a.m.-6p.m.""], ""Thursday"": [""9:30a.m.-1p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",45.3750054,-75.7415472,ChIJITW3JZQGzkwRGsbUGD0w3Mg,0x4cce069425b73521:0xc8dc303d18d4c61a,biohealottawa.com,switherspoon@sunlighten.com,https://www.instagram.com/biohealottawa,https://www.facebook.com/BioHeal-Ottawa-109466034026799/,https://biohealottawa.janeapp.com/,True,4,61,1,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Nutrichem Clinic,Medical clinic,Medical clinic,+1 613-721-3669,https://nutrichem.com/clinic/,"2599 Carling Ave, Ottawa, ON K2B 7H7",2599 Carling Ave,Ottawa,Ontario,K2B 7H7,Canada,CA,4.2,13,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Language assistance"": ""English, French""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",45.3628554,-75.7882169,ChIJmfgsRjABzkwRbJXO9K2jeUo,0x4cce0130462cf899:0x4a79a3adf4ce956c,nutrichem.com,pemj@verizon.net,https://www.instagram.com/nutrichemottawa,https://www.facebook.com/NutriChemOttawa,https://app.outsmartemr.com/online-booking/1768,True,20,10,0,"concierge,iv_therapy"
"Dr. Sean Ceaser, ND Winnipeg Naturopath",Naturopathic practitioner,"Naturopathic practitioner, Allergist, Alternative medicine practitioner, Cancer treatment center, Craniosacral therapy, Homeopath, Medical Center, Pain management physician",+1 204-775-4539,https://drceaser.com/,"578 Broadway, Winnipeg, MB R3C 0W5",578 Broadway,Winnipeg,Manitoba,R3C 0W5,Canada,CA,4.6,52,OPERATIONAL,"{""Monday"": [""8:30a.m.-4p.m.""], ""Tuesday"": [""8:30a.m.-6p.m.""], ""Wednesday"": [""8:30a.m.-6p.m.""], ""Thursday"": [""8:30a.m.-6p.m.""], ""Friday"": [""8:30a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",49.8854282,-97.153091,ChIJWYtWVflz6lIRbDBQi4cLitE,0x52ea73f955568b59:0xd18a0b878b50306c,drceaser.com,info@drceaser.com,https://www.instagram.com/dr.seanceaser,https://www.facebook.com/pages/,https://drceaser.com/contact-us/,True,8,45,2,"chelation,iv_therapy"
Centre For Natural Medicine Of Manitoba,Holistic medicine practitioner,"Holistic medicine practitioner, Acupuncturist",+1 204-488-6528,http://www.naturalmedicine.mb.ca/,"1218 Lorette Ave, Winnipeg, MB R3M 1W5",1218 Lorette Ave,Winnipeg,Manitoba,R3M 1W5,Canada,CA,4.5,45,OPERATIONAL,"{""Monday"": [""9a.m.-6p.m.""], ""Tuesday"": [""9a.m.-6p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",49.85844,-97.171337,ChIJvw3DtypPc0ERpqwik9wM1vE,0x41734f2ab7c30dbf:0xf1d60cdc9322aca6,naturalmedicine.mb.ca,info@fmswinnipeg.com,,https://www.facebook.com/CentreForNaturalMedicineInc,,True,15,35,5,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
"Dr. Alicia MacDougall, ND",Naturopathic practitioner,Naturopathic practitioner,,http://www.dralicia.ca/,"15 Lesmill Rd Unit 7, North York, ON M3B 2T5",15 Lesmill Rd Unit 7,North York,Ontario,M3B 2T5,Canada,CA,5,16,OPERATIONAL,"{""Monday"": [""7a.m.-8p.m.""], ""Tuesday"": [""7a.m.-8p.m.""], ""Wednesday"": [""7a.m.-8p.m.""], ""Thursday"": [""7a.m.-8p.m.""], ""Friday"": [""7a.m.-8p.m.""], ""Saturday"": [""7a.m.-8p.m.""], ""Sunday"": [""7a.m.-8p.m.""]}",,"{""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}}",43.7560858,-79.3514393,ChIJJaI7wZPR1IkRvqVG8KrBxU8,0x89d4d193c13ba225:0x4fc5c1aaf046a5be,dralicia.ca,info@dralicia.ca,,,,True,1,16,0,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Le Soleil Health and Wholeness Ltd,Wellness center,Wellness center,+1 780-414-1466,http://www.solmed.ca/,"8135 102 St NW #201, Edmonton, AB T6E 4A4",8135 102 St NW #201,Edmonton,Alberta,T6E 4A4,Canada,CA,5,12,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9a.m.-6p.m.""], ""Tuesday"": [""9a.m.-6p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""9a.m.-6p.m.""], ""Friday"": [""9a.m.-6p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",53.5178086,-113.4933208,ChIJl5WyWg4ioFMRHNbsg5zKx-w,0x53a0220e5ab29597:0xecc7ca9c83ecd61c,solmed.ca,lesoleilhealthandwholeness@gmail.com,,https://www.facebook.com/lesoleiledmonton,,True,2,12,0,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
St. Albert Naturopathic Clinic,Naturopathic practitioner,Naturopathic practitioner,+1 780-459-5601,http://npath.com/,"11 Perron St, St. Albert, AB T8N 1E5",11 Perron St,St. Albert,Alberta,T8N 1E5,Canada,CA,4.5,29,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",53.6336442,-113.6248982,ChIJ59hmg2K6Y0ERXito0qAxDnc,0x4163ba628366d8e7:0x770e31a0d2682b5e,npath.com,blissed.out01@gmail.com,,https://www.facebook.com/St-Albert-Naturopathic-Clinic-273839319329571/,https://stalbertnaturopathic.janeapp.com/,True,9,23,2,iv_therapy
Green Apple Health Care Ltd,Naturopathic practitioner,Naturopathic practitioner,+1 780-485-9468,https://greenapplehealthcare.ca/%3Futm_source%3Dgooglebusinessprofile%26utm_medium%3Dorganic%26utm_campaign%3DGoogle%2BBusiness%2BProfile,"9148 23 Ave NW #221, Edmonton, AB T6N 1H9",9148 23 Ave NW #221,Edmonton,Alberta,T6N 1H9,Canada,CA,4.2,19,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9a.m.-4:30p.m.""], ""Tuesday"": [""9a.m.-4:30p.m.""], ""Wednesday"": [""9a.m.-4:30p.m.""], ""Thursday"": [""9a.m.-4:30p.m.""], ""Friday"": [""9a.m.-12p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",53.4530279,-113.4702078,ChIJ8yu0vM4eoFMRRjzOtzrzwak,0x53a01ecebcb42bf3:0xa9c1f33ab7ce3c46,greenapplehealthcare.ca,admin@greenapplehealthcare.ca,,https://www.facebook.com/569355843136025,,True,1,14,1,"hydration,iv_therapy,myers_cocktail,vitamin_iv"
"Dr. Michael Schaplowsky, ND",Naturopathic practitioner,"Naturopathic practitioner, Holistic medicine practitioner",+1 780-628-2991,http://www.alpinehealth.ca/,"1547 Hector Rd NW, Edmonton, AB T6R 2Z4",1547 Hector Rd NW,Edmonton,Alberta,T6R 2Z4,Canada,CA,3.6,17,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",53.4587321,-113.6021536,ChIJ-QdoD7IYoFMRnun062A86t8,0x53a018b20f6807f9:0xdfea3c60ebf4e99e,alpinehealth.ca,clinic@alpinehealth.ca,,http://www.facebook.com/pages/,,True,1,11,0,nad_plus
In GoodHands Wellness,Chiropractor,"Naturopathic practitioner, Counselor, Massage therapist, Chiropractor, Nutritionist, Orthotics & prosthetics service, Osteopath, Physiotherapist",+1 905-453-5858,http://www.ingoodhandswellness.com/,"10 Cottrelle Blvd, Brampton, ON L6S 0E2",10 Cottrelle Blvd,Brampton,Ontario,L6S 0E2,Canada,CA,4.4,120,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""11a.m.-8p.m.""], ""Wednesday"": [""11a.m.-8p.m.""], ""Thursday"": [""11a.m.-8p.m.""], ""Friday"": [""11a.m.-6:30p.m.""], ""Saturday"": [""10a.m.-2p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7594028,-79.7159399,ChIJ8VxCI-Q9K4gR4RnDO01IsxY,0x882b3de423425cf1:0x16b3484d3bc319e1,ingoodhandswellness.com,admin@ingoodhandswellness.com,,https://www.facebook.com/ingoodhandswellness/,,True,27,89,15,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Ramilas Healing Arts Clinic,Naturopathic practitioner,"Naturopathic practitioner, Health consultant, Holistic medicine practitioner",+1 613-829-0427,http://www.ramilas.com/,"1437 Woodroffe Ave, Ottawa, ON K2G 1W1",1437 Woodroffe Ave,Ottawa,Ontario,K2G 1W1,Canada,CA,5,26,OPERATIONAL,"{""Monday"": [""10a.m.-4p.m.""], ""Tuesday"": [""10a.m.-5p.m.""], ""Wednesday"": [""10a.m.-5p.m.""], ""Thursday"": [""10a.m.-5p.m.""], ""Friday"": [""10a.m.-4p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",45.3414939,-75.7558341,ChIJRYi7P88jVUARst_f6Jh_WhQ,0x405523cf3fbb8845:0x145a7f98e8dfdfb2,ramilas.com,chanele@ramilas.com,,,,True,6,26,0,"hydration,iv_therapy,vitamin_iv"
Wild Medicine,Wellness center,"Naturopathic practitioner, Medical clinic, Wellness center, Nutritionist",+1 343-430-5353,https://www.wildmedicine.ca/,"1418 Stittsville Main St, Ottawa, ON K2S 1V7",1418 Stittsville Main St,Ottawa,Ontario,K2S 1V7,Canada,CA,4.6,12,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""10a.m.-5p.m.""], ""Wednesday"": [""10a.m.-5p.m.""], ""Thursday"": [""10a.m.-5p.m.""], ""Friday"": [""9p.m.-12a.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",45.2610974,-75.9254722,ChIJp-lqbzXrtYoR_cdXJVG2VYY,0x8ab5eb356f6ae9a7:0x8655b6512557c7fd,wildmedicine.ca,connect@wildmedicine.ca,https://www.instagram.com/wild.medicine,,https://wildmedicine.janeapp.com/,True,6,10,1,"hydration,iv_therapy,vitamin_iv"
