name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4
Mind Body Flow Yorkville - Registered Massage Therapy,Massage spa,"Wellness center, Acupuncture clinic, Facial spa, Massage spa",+1 647-748-2100,https://mindbodyflow.ca/,"1200 Bay St. #605, Toronto, ON M5R 2A5",1200 Bay St. #605,Toronto,Ontario,M5R 2A5,Canada,CA,4.8,400,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""10a.m.-8p.m.""], ""Sunday"": [""10a.m.-6p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6700141,-79.3898016,ChIJV_NF1a00K4gRgkaUniFCbhw,0x882b34add545f357:0x1c6e42219e944682,mindbodyflow.ca,info@mindbodyflow.ca,https://www.instagram.com/mindbodyflowyorkville,https://www.facebook.com/mindbodyflowyorkville,https://www.vagaro.com/googlemap/U2FsdGVkX1-3I2TBjH0GWXV~9uh41di05e9Sh~xdq64=/services?rwg_token=AFd1xnG3jX4BZ6VFwRjpn9dD15wV8PrJ62a0J7NyX-uOGrvuSATkR0FnofIHyO6Vejnq77UJNpmzo0VCzWevh9sQ8KRinjjEwA%3D%3D,True,16,363,10
Ohana Wellness Clinic,Wellness center,"Wellness center, Acupuncturist, Chiropractor, Craniosacral therapy, Family counselor, Naturopathic practitioner, Osteopath, Physiotherapist, Psychotherapist, Sports massage therapist",+1 416-820-8588,https://www.ohanawellnessclinic.com/,"2315 Bloor St W, Toronto, ON M6S 1P1",2315 Bloor St W,Toronto,Ontario,M6S 1P1,Canada,CA,4.8,76,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""7:30a.m.-8p.m.""], ""Wednesday"": [""8a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-8p.m.""], ""Saturday"": [""8a.m.-3p.m.""], ""Sunday"": [""11a.m.-5p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, French, German, Spanish, Ukrainian""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6501823,-79.4797426,ChIJS_ZmvIc2K4gRb6JGRzHrpy0,0x882b3687bc66f64b:0x2da7eb314746a26f,ohanawellnessclinic.com,info@ohanawellnessclinic.com,,https://www.facebook.com/ohanawellnessclinic,https://ohanawellnessclinic.janeapp.com/,True,39,69,4
Murray Koffler Urologic Wellness Centre,Wellness center,Wellness center,+1 416-586-6367,http://www.mountsinai.on.ca/care/mkuwc/contact-us,"60 Murray St, Toronto, ON M5T 3L9",60 Murray St,Toronto,Ontario,M5T 3L9,Canada,CA,3.9,38,OPERATIONAL,"{""Monday"": [""8:30a.m.-4:30p.m.""], ""Tuesday"": [""8:30a.m.-4:30p.m.""], ""Wednesday"": [""8:30a.m.-4:30p.m.""], ""Thursday"": [""8:30a.m.-4:30p.m.""], ""Friday"": [""8:30a.m.-4:30p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.6579338,-79.3916535,ChIJRRtd1sc0K4gR6htcQtNGvZ8,0x882b34c7d65d1b45:0x9fbd46d3425c1bea,mountsinai.on.ca,bgriffin@mtsinai.on.ca,https://www.instagram.com/sinaihealthtoronto,https://www.facebook.com/SinaiHealth/,,False,1,23,5
Atinama Massage & Wellness Clinic,Massage therapist,"Massage therapist, Acupuncture clinic, Chiropractor, Lymph drainage therapist, Osteopath, Reiki therapist, Sports massage therapist, Thai massage therapist, Yoga instructor",+1 416-214-9090,http://www.atinama.com/,"174 Spadina Ave. Unit 103, Toronto, ON M5V 2A6",174 Spadina Ave. Unit 103,Toronto,Ontario,M5V 2A6,Canada,CA,4.7,580,OPERATIONAL,"{""Monday"": [""9a.m.-9p.m.""], ""Tuesday"": [""9a.m.-9p.m.""], ""Wednesday"": [""9a.m.-9p.m.""], ""Thursday"": [""9a.m.-9p.m.""], ""Friday"": [""9a.m.-9p.m.""], ""Saturday"": [""9a.m.-9p.m.""], ""Sunday"": [""9a.m.-9p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible washroom"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.649274,-79.397229,ChIJXwuAXds0K4gRxKO5ugaLcmQ,0x882b34db5d800b5f:0x64728b06bab9a3c4,atinama.com,atinamatoronto@gmail.com,https://www.instagram.com/atinama.clinic.toronto,https://www.facebook.com/AtinamaMassageTherapy/,https://atinama.janeapp.com/,True,80,516,18
Vital Physiotherapy & Wellness,Physical therapist,"Massage therapist, Physiotherapist, Physical fitness program, Women's personal trainer, Yoga instructor, Yoga studio",+1 416-551-0900,https://vitalphysiotherapy.com/,"734 St Clair Ave W, Toronto, ON M6C 1B3",734 St Clair Ave W,Toronto,Ontario,M6C 1B3,Canada,CA,5,107,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""8a.m.-8p.m.""], ""Wednesday"": [""8a.m.-5p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""Free street parking"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6815313,-79.4274063,ChIJIblJj380K4gRQEJl3UtWMbI,0x882b347f8f49b921:0xb231564bdd654240,vitalphysiotherapy.com,info@vitalphysiotherapy.com,https://www.instagram.com/vitalphysiotherapyandwellness,https://www.facebook.com/vitalphysiotherapytoronto,https://vitalphysiotherapy.janeapp.com/locations/vital-physiotherapy-wellness/book?rwg_token=AFd1xnEJARY1r6aYwMbEEp-AMipR1iSb5ZHuNpf7DBhiF_IhFXHvpkulvpeabMaN7C7d0jEZTs2492--9ia_TqPDaLl3DA9GV35b8DGLS6InxGWYA5NKBVo%3D,True,16,106,0
Skin by Asha Rachel — Holistic Skincare & Wellness,Skin care clinic,Skin care clinic,+1 647-675-5300,https://linktr.ee/Asharachel,"1493 Dundas St W, Toronto, ON M6K 1T6",1493 Dundas St W,Toronto,Ontario,M6K 1T6,Canada,CA,4.3,80,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""12-6p.m.""], ""Thursday"": [""12-6p.m.""], ""Friday"": [""12-6p.m.""], ""Saturday"": [""12-6p.m.""], ""Sunday"": [""12-6p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6494171,-79.4317853,ChIJ60R0Wu7L1IkRGBaGFwnRUHw,0x89d4cbee5a7444eb:0x7c50d10917861618,linktr.ee,Cfitzg6505@aol.Com,https://www.instagram.com/axora.movements,,https://www.fresha.com/book-now/beauty-collective-ndo3bfca/all-offer?id=585442&pId=547918&rwg_token=AFd1xnFURNYtdLqHRLfOwEEnTaepGkF32mBtfkpmHFR6GSHzXcvAp_RNRXFTF3ECkUuOdQEpwy8AIuOkfelfOP7fP6upXYurG_We2sJ8ZIK_IbzMSQobW4M%3D,True,85,64,0
Atlas Chiropractic & Family Wellness,Chiropractor,"Chiropractor, Acupuncture clinic",+1 416-766-6572,https://atlashealth.ca/,"383 Pacific Ave, Toronto, ON M6P 2R2",383 Pacific Ave,Toronto,Ontario,M6P 2R2,Canada,CA,4.9,65,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""9:30a.m.-1p.m.""], ""Wednesday"": [""9:30a.m.-6:30p.m.""], ""Thursday"": [""Closed""], ""Friday"": [""9a.m.-5:30p.m.""], ""Saturday"": [""9a.m.-12:30p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Paid parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6648198,-79.4681276,ChIJqfCiNSA0K4gRH46jcqAfkHE,0x882b342035a2f0a9:0x71901fa072a38e1f,atlashealth.ca,info@atlashealth.ca,https://www.instagram.com/atlaschiropractic_junction,https://www.facebook.com/atlaschiropractic.junction/,https://atlaschiropractic.janeapp.com/locations/atlas-chiropractic-family-wellness/book?rwg_token=AFd1xnEE9rcA-JVtHfLlH8RaAEVkqnsU_DpWq8K5YCq0gJfXneRWcA9PnCOBXGnSEJN9s7nVEcr7fMlXo6IL_okRuahfxiYMHw%3D%3D,True,9,64,0
Four-leaved clover Healing RMT wellness,Massage therapist,"Chiropractor, Massage therapist, Reflexologist",+1 647-347-8696,http://www.healingspa.ca/,"2469 Yonge St, Toronto, ON M4P 2H6",2469 Yonge St,Toronto,Ontario,M4P 2H6,Canada,CA,4.1,210,OPERATIONAL,"{""Monday"": [""11a.m.-8p.m.""], ""Tuesday"": [""11a.m.-8p.m.""], ""Wednesday"": [""11a.m.-8p.m.""], ""Thursday"": [""11a.m.-8p.m.""], ""Friday"": [""11a.m.-8p.m.""], ""Saturday"": [""11a.m.-7p.m.""], ""Sunday"": [""11a.m.-7p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": false, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible parking lot"": false, ""Wheelchair-accessible washroom"": false}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7115274,-79.3990854,ChIJiY-cEyMzK4gRKi99uaZXCP4,0x882b3323139c8f89:0xfe0857a6b97d2f2a,healingspa.ca,fourleafcloverhealing@gmail.com,https://www.instagram.com/youngfourleaved,https://www.facebook.com/105525858790768,http://www.healingspa.ca/,True,47,144,17
Toronto Neck and Back Pain Clinic | Toronto Chiropractor,Chiropractor,"Chiropractor, Doctor, Health consultant, Pain management physician",+1 416-960-9355,https://www.torontoneckandbackpain.com/,"1849 Yonge St #412, Toronto, ON M4S 1Y2",1849 Yonge St #412,Toronto,Ontario,M4S 1Y2,Canada,CA,5,139,OPERATIONAL,"{""Monday"": [""9a.m.-1p.m."", ""3-6p.m.""], ""Tuesday"": [""8a.m.-1p.m."", ""3-6p.m.""], ""Wednesday"": [""9a.m.-1p.m."", ""3-6p.m.""], ""Thursday"": [""9a.m.-1p.m."", ""3-6p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Assistive hearing loop"": false, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking garage"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6968386,-79.3961094,ChIJHwp_z5ozK4gR_mF8ajHQlQE,0x882b339acf7f0a1f:0x195d0316a7c61fe,torontoneckandbackpain.com,mgooding@upienergyfs.com,https://www.instagram.com/torontoneckbackpain,https://www.facebook.com/torontoneckandbackpain,https://cal.com/torontoneckandbackpainclinic,True,35,138,1
Ervanaria Victoria Inc,Health food store,"Massage therapist, Acupuncturist, Holistic medicine practitioner, Health food store, Physiotherapist, Reflexologist",+1 416-603-7978,,"920 Dundas St W, Toronto, ON M6J 1W3",920 Dundas St W,Toronto,Ontario,M6J 1W3,Canada,CA,4.6,30,OPERATIONAL,"{""Monday"": [""10a.m.-5p.m.""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-5p.m.""], ""Saturday"": [""9a.m.-2p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6510121,-79.413016,ChIJVbD9QOU0K4gREdoAR0HfDP8,0x882b34e540fdb055:0xff0cdf414700da11,,,,,,True,41,25,2
Canabo Medical Clinic,Medical clinic,"Wellness center, Pain management physician, Medical clinic",+1 888-282-7763,,"1 Eglinton Ave E Suite 407, Toronto, ON M4P 3A1",1 Eglinton Ave E Suite 407,Toronto,Ontario,M4P 3A1,Canada,CA,2.7,44,OPERATIONAL,"{""Monday"": [""8:30a.m.-5p.m.""], ""Tuesday"": [""9a.m.-6p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""9a.m.-6p.m.""], ""Friday"": [""9a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.7070263,-79.3981617,ChIJW53jpDwzK4gRKXyfi6i-hrM,0x882b333ca4e39d5b:0xb386bea88b9f7c29,,,,,,True,2,16,3
"b-Stretched Queen West - Physio, Chiro, Acu, Massage, Exercise, Stretch Therapy",Physical therapist,"Chiropractor, Acupuncturist, Physiotherapist, Massage therapist, Osteopath, Personal trainer",+1 416-901-0106,https://www.bstretched.com/contact,"761 Queen St W, Toronto, ON M6J 1G1",761 Queen St W,Toronto,Ontario,M6J 1G1,Canada,CA,4.9,131,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""8a.m.-9p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-6p.m.""], ""Saturday"": [""8:30a.m.-8p.m.""], ""Sunday"": [""9a.m.-7:30p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6463512,-79.4076797,ChIJyZKdmcE1K4gRPz2cdH9_IH0,0x882b35c1999d92c9:0x7d207f7f749c3d3f,bstretched.com,info@bstretched.com,https://www.instagram.com/bstretched,https://www.facebook.com/bstretched/,https://bstretchedqueenwest.janeapp.com/,True,18,126,2
HealthOne Rehab The Well,Physical therapist,"Physiotherapist, Chiropractor, Kinesiologist, Massage therapist, Orthopedic clinic, Osteopath, Physical fitness program, Sports medicine physician",+1 647-925-6004,https://healthone.ca/the-well/rehab-tw/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dthewell,"486 Front St W Lower Ground, Unit 14, Toronto, ON M5V 0V2","486 Front St W Lower Ground, Unit 14",Toronto,Ontario,M5V 0V2,Canada,CA,4.6,55,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-6p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""9a.m.-4p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true, ""Paid parking garage"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6426201,-79.3948877,ChIJBzODElo1K4gRFwLmjh6SubE,0x882b355a12833307:0xb1b9921e8ee60217,healthone.ca,inquiries@healthone.ca,https://www.instagram.com/healthoneto,https://www.facebook.com/HealthOneTO/,https://healthone.janeapp.com/locations/the-well-rehab/book,True,56,49,0
Comfrey Spa,Spa,Spa,+1 416-792-8457,,"1252 Bloor St W, Toronto, ON M6H 1N5",1252 Bloor St W,Toronto,Ontario,M6H 1N5,Canada,CA,4.9,36,OPERATIONAL,"{""Monday"": [""11a.m.-6:30p.m.""], ""Tuesday"": [""11a.m.-6:30p.m.""], ""Wednesday"": [""11a.m.-6:30p.m.""], ""Thursday"": [""11a.m.-6:30p.m.""], ""Friday"": [""11a.m.-6:30p.m.""], ""Saturday"": [""11a.m.-6:30p.m.""], ""Sunday"": [""11a.m.-6:30p.m.""]}",,"{""Amenities"": {""Washroom"": true}, ""Payments"": {""Debit cards"": true}}",43.658979,-79.4402653,ChIJpyXZcEQ0K4gR-Cu8ipglQNU,0x882b344470d925a7:0xd54025988abc2bf8,,,,,,False,4,33,3
InsideOut Physiotherapy & Wellness Group - Yorkville,Physical therapist,Physiotherapist,+1 416-925-0050,https://www.insideoutphysio.com/,"1200 Bay St. Suite # 502, Toronto, ON M5R 2A5",1200 Bay St. Suite # 502,Toronto,Ontario,M5R 2A5,Canada,CA,5,68,OPERATIONAL,"{""Monday"": [""8a.m.-6:30p.m.""], ""Tuesday"": [""8a.m.-6:30p.m.""], ""Wednesday"": [""8a.m.-6:30p.m.""], ""Thursday"": [""8a.m.-6:30p.m.""], ""Friday"": [""8a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6699599,-79.3898153,ChIJvWEYvq80K4gR9b7If_kcAHo,0x882b34afbe1861bd:0x7a001cf97fc8bef5,insideoutphysio.com,graham.monica@gmail.com,https://www.instagram.com/insideoutphysio,https://www.facebook.com/pages/,https://insideoutphysio.janeapp.com/,True,10,66,1
"Jane Street Sexual Health Clinic, Toronto Public Health",STD clinic,"STD clinic, HIV testing center, STD testing service",+1 416-338-1234,https://www.toronto.ca/community-people/health-wellness-care/health-clinics/sexual-health-clinics/,"662 Jane St, York, ON M6N 4A7",662 Jane St,York,Ontario,M6N 4A7,Canada,CA,4.8,25,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""1-5p.m.""], ""Wednesday"": [""12-4p.m.""], ""Thursday"": [""12-4p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible washroom"": true, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible parking lot"": false}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6680562,-79.4923437,ChIJIWQlT5U2K4gRHiVMA5ufDJo,0x882b36954f256421:0x9a0c9f9b034c251e,toronto.ca,fernando.carou@gmail.com,http://instagram.com/cityofto,https://www.facebook.com/cityofto,,True,3,23,0
Renaissance Physio & Wellness,Wellness center,"Wellness center, Pain control clinic, Physiotherapy Center, Sports medicine clinic",+1 647-529-6889,https://www.renaissancephysio.ca/,"2405 Lake Shore Blvd W, Etobicoke, ON M8V 1C5",2405 Lake Shore Blvd W,CA,Ontario,M8V 1C5,Canada,CA,5,120,OPERATIONAL,"{""Monday"": [""8a.m.-7:30p.m.""], ""Tuesday"": [""8a.m.-7:30p.m.""], ""Wednesday"": [""8a.m.-7:30p.m.""], ""Thursday"": [""8a.m.-7:30p.m.""], ""Friday"": [""8a.m.-7:30p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""9a.m.-5p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6143286,-79.4886021,ChIJW6CfJRs3K4gRKOc12voTfOA,0x882b371b259fa05b:0xe07c13fada35e728,renaissancephysio.ca,info@renaissancephysio.ca,,,https://renaissancephysio.janeapp.com/locations/renaissance-physio-wellness/book?rwg_token=AFd1xnHhEThPKbvildXZaWqYun9mvsopTzmPVdskSyWAPmB1PyTnbjDSmEP6u3DktP5c7LF-sCJqPHY6Sjt8_Ph_PWLlt10QUchuDDCEp4l8vw7inNOHMvo%3D,True,24,120,0
BeWell Downtown Toronto Health Centre,Mental health clinic,"Mental health clinic, Child psychologist, Marriage or relationship counselor, Mental health service, Psychologist, Psychotherapist",+1 647-715-3900,https://bewellclinics.ca/,"80 Richmond St W Suite 1607, Toronto, ON M5H 2A3",80 Richmond St W Suite 1607,Toronto,Ontario,M5H 2A3,Canada,CA,4.8,19,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""9a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Parking"": {""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6511701,-79.3820634,ChIJXdkOny81K4gRZNwxjaxKoCc,0x882b352f9f0ed95d:0x27a04aac8d31dc64,bewellclinics.ca,noha@bewellclinics.ca,https://www.instagram.com/bewellclinics.ca,https://www.facebook.com/bewellclinics.ca,https://bewellclinic.janeapp.com/locations/bewell-downtown-toronto-health-centre-virtual-and-in-person/book?rwg_token=AFd1xnHl1SiTtNcyVGSnHSdy5Ki1cK5aOLDRHPkWkFVluFt9eLIspak6oHWGhB6wFUJOfn7AQem5fB-q6Ya9MZ4lZ4TAZX9LC9cRBur6KJlL7TCQaB2VsKk%3D,True,19,15,4
West Park Healthcare Centre,Hospital,"Hospital, Community health center, Rehabilitation center",+1 416-243-3600,https://www.uhn.ca/West_Park,"170 Emmett Ave, York, ON M6M 2J5",170 Emmett Ave,CA,Ontario,M6M 2J5,Canada,CA,4,265,OPERATIONAL,"{""Monday"": [""11a.m.-9p.m.""], ""Tuesday"": [""11a.m.-9p.m.""], ""Wednesday"": [""11a.m.-9p.m.""], ""Thursday"": [""11a.m.-9p.m.""], ""Friday"": [""11a.m.-9p.m.""], ""Saturday"": [""11a.m.-9p.m.""], ""Sunday"": [""11a.m.-9p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6893515,-79.5080821,ChIJLd92T9M2K4gRHSSAn56H96Q,0x882b36d34f76df2d:0xa4f7879e9f80241d,uhn.ca,allison.aab@uhnresearch.ca,https://www.instagram.com/uhntoronto,http://www.facebook.com/universityhealthnetwork,,True,78,149,46
